ATL,1,1,1532.10
ATL,1,2,1760.30
ATL,1,3,1777.80
ATL,1,4,1775.05
ATL,1,5,1742.65
ATL,1,6,1761.00
ATL,1,7,1753.40
ATL,1,8,1746.85
ATL,1,9,1745.60
ATL,1,10,1738.35
ATL,1,11,1770.80
ATL,1,12,1737.10
ATL,1,13,1761.70
ATL,1,14,1747.05
ATL,1,15,1741.25
ATL,1,16,1742.00
ATL,1,17,1736.55
ATL,1,18,1749.15
ATL,1,19,1727.80
ATL,1,20,1730.05
ATL,1,21,1749.15
ATL,1,22,1759.70
ATL,1,23,1755.70
ATL,1,24,1750.20
ATL,1,25,1772.60
ATL,1,26,1739.10
ATL,1,27,1759.60
ATL,1,28,1751.30
ATL,1,29,1751.90
ATL,1,30,1752.65
ATL,1,31,1755.60
ATL,2,1,1775.75
ATL,2,2,1748.85
ATL,2,3,1757.10
ATL,2,4,1755.40
ATL,2,5,1758.45
ATL,2,6,1754.60
ATL,2,7,1755.15
ATL,2,8,1772.10
ATL,2,9,1743.80
ATL,2,10,1767.90
ATL,2,11,1755.90
ATL,2,12,1762.90
ATL,2,13,1766.85
ATL,2,14,1757.60
ATL,2,15,1776.80
ATL,2,16,1767.05
ATL,2,17,1758.10
ATL,2,18,1772.95
ATL,2,19,1762.35
ATL,2,20,1760.75
ATL,2,21,1774.30
ATL,2,22,1794.20
ATL,2,23,1770.40
ATL,2,24,1791.80
ATL,2,25,1777.80
ATL,2,26,1778.55
ATL,2,27,1783.90
ATL,2,28,1781.30
ATL,2,29,1850.20
ATL,3,1,1787.25
ATL,3,2,1817.05
ATL,3,3,1801.20
ATL,3,4,1822.70
ATL,3,5,1812.35
ATL,3,6,1806.20
ATL,3,7,1818.30
ATL,3,8,1818.10
ATL,3,9,1827.70
ATL,3,10,1803.90
ATL,3,11,1826.45
ATL,3,12,1816.65
ATL,3,13,1811.90
ATL,3,14,1821.75
ATL,3,15,1820.35
ATL,3,16,1826.25
ATL,3,17,1805.25
ATL,3,18,1826.00
ATL,3,19,1819.55
ATL,3,20,1810.50
ATL,3,21,1794.30
ATL,3,22,1793.80
ATL,3,23,1792.85
ATL,3,24,1777.30
ATL,3,25,1796.25
ATL,3,26,1792.15
ATL,3,27,1780.25
ATL,3,28,1783.05
ATL,3,29,1785.85
ATL,3,30,1794.60
ATL,3,31,1769.35
ATL,4,1,1797.70
ATL,4,2,1785.10
ATL,4,3,1778.65
ATL,4,4,1786.65
ATL,4,5,1785.60
ATL,4,6,1792.60
ATL,4,7,1769.90
ATL,4,8,1783.30
ATL,4,9,1780.15
ATL,4,10,1778.00
ATL,4,11,1787.25
ATL,4,12,1782.70
ATL,4,13,1796.75
ATL,4,14,1776.60
ATL,4,15,1794.85
ATL,4,16,1779.20
ATL,4,17,1772.20
ATL,4,18,1788.05
ATL,4,19,1780.20
ATL,4,20,1795.25
ATL,4,21,1773.45
ATL,4,22,1798.60
ATL,4,23,1783.50
ATL,4,24,1773.00
ATL,4,25,1784.95
ATL,4,26,1781.90
ATL,4,27,1793.25
ATL,4,28,1775.40
ATL,4,29,1796.95
ATL,4,30,1780.90
ATL,5,1,1773.60
ATL,5,2,1787.20
ATL,5,3,1783.15
ATL,5,4,1791.60
ATL,5,5,1771.45
ATL,5,6,1792.65
ATL,5,7,1786.20
ATL,5,8,1782.20
ATL,5,9,1790.95
ATL,5,10,1786.30
ATL,5,11,1793.85
ATL,5,12,1773.75
ATL,5,13,1793.00
ATL,5,14,1789.50
ATL,5,15,1782.90
ATL,5,16,1792.00
ATL,5,17,1788.00
ATL,5,18,1799.70
ATL,5,19,1780.30
ATL,5,20,1794.65
ATL,5,21,1790.60
ATL,5,22,1781.45
ATL,5,23,1781.35
ATL,5,24,1743.70
ATL,5,25,1746.15
ATL,5,26,1711.75
ATL,5,27,1714.10
ATL,5,28,1734.65
ATL,5,29,1719.50
ATL,5,30,1740.85
ATL,5,31,1781.50
ATL,6,1,1805.85
ATL,6,2,1786.90
ATL,6,3,1803.75
ATL,6,4,1803.05
ATL,6,5,1799.10
ATL,6,6,1810.80
ATL,6,7,1821.85
ATL,6,8,1829.65
ATL,6,9,1820.90
ATL,6,10,1844.60
ATL,6,11,1836.45
ATL,6,12,1839.10
ATL,6,13,1843.00
ATL,6,14,1840.55
ATL,6,15,1846.30
ATL,6,16,1831.80
ATL,6,17,1849.00
ATL,6,18,1836.35
ATL,6,19,1840.30
ATL,6,20,1845.05
ATL,6,21,1842.45
ATL,6,22,1845.05
ATL,6,23,1832.60
ATL,6,24,1844.75
ATL,6,25,1838.45
ATL,6,26,1840.65
ATL,6,27,1843.00
ATL,6,28,1837.25
ATL,6,29,1846.95
ATL,6,30,1825.80
ATL,7,1,1843.60
ATL,7,2,1799.30
ATL,7,3,1719.50
ATL,7,4,1544.60
ATL,7,5,1752.55
ATL,7,6,1849.15
ATL,7,7,1846.85
ATL,7,8,1857.85
ATL,7,9,1849.55
ATL,7,10,1854.45
ATL,7,11,1860.15
ATL,7,12,1852.55
ATL,7,13,1861.70
ATL,7,14,1837.95
ATL,7,15,1857.65
ATL,7,16,1847.05
ATL,7,17,1847.60
ATL,7,18,1856.00
ATL,7,19,1853.55
ATL,7,20,1860.65
ATL,7,21,1837.30
ATL,7,22,1855.65
ATL,7,23,1848.05
ATL,7,24,1850.00
ATL,7,25,1854.45
ATL,7,26,1849.70
ATL,7,27,1859.35
ATL,7,28,1837.15
ATL,7,29,1853.20
ATL,7,30,1845.95
ATL,7,31,1848.40
ATL,8,1,1869.25
ATL,8,2,1863.35
ATL,8,3,1874.40
ATL,8,4,1849.40
ATL,8,5,1865.45
ATL,8,6,1856.20
ATL,8,7,1862.35
ATL,8,8,1867.95
ATL,8,9,1862.25
ATL,8,10,1870.85
ATL,8,11,1849.10
ATL,8,12,1865.90
ATL,8,13,1853.75
ATL,8,14,1851.45
ATL,8,15,1857.60
ATL,8,16,1846.10
ATL,8,17,1854.05
ATL,8,18,1826.15
ATL,8,19,1845.35
ATL,8,20,1828.90
ATL,8,21,1818.70
ATL,8,22,1828.25
ATL,8,23,1835.00
ATL,8,24,1842.40
ATL,8,25,1811.75
ATL,8,26,1840.30
ATL,8,27,1824.70
ATL,8,28,1816.50
ATL,8,29,1822.70
ATL,8,30,1818.05
ATL,8,31,1763.80
ATL,9,1,1697.80
ATL,9,2,1725.65
ATL,9,3,1737.65
ATL,9,4,1724.80
ATL,9,5,1735.05
ATL,9,6,1761.60
ATL,9,7,1804.65
ATL,9,8,1792.40
ATL,9,9,1817.10
ATL,9,10,1788.30
ATL,9,11,1780.75
ATL,9,12,1799.10
ATL,9,13,1803.90
ATL,9,14,1805.95
ATL,9,15,1788.15
ATL,9,16,1816.20
ATL,9,17,1799.75
ATL,9,18,1800.65
ATL,9,19,1806.55
ATL,9,20,1798.85
ATL,9,21,1803.40
ATL,9,22,1782.10
ATL,9,23,1806.70
ATL,9,24,1793.30
ATL,9,25,1791.85
ATL,9,26,1798.75
ATL,9,27,1790.65
ATL,9,28,1796.20
ATL,9,29,1777.10
ATL,9,30,1802.00
ATL,10,1,1797.55
ATL,10,2,1799.45
ATL,10,3,1806.50
ATL,10,4,1801.95
ATL,10,5,1810.60
ATL,10,6,1795.40
ATL,10,7,1821.45
ATL,10,8,1808.95
ATL,10,9,1802.60
ATL,10,10,1811.60
ATL,10,11,1806.90
ATL,10,12,1805.45
ATL,10,13,1793.50
ATL,10,14,1819.65
ATL,10,15,1805.75
ATL,10,16,1805.30
ATL,10,17,1808.95
ATL,10,18,1802.75
ATL,10,19,1805.45
ATL,10,20,1789.15
ATL,10,21,1818.40
ATL,10,22,1805.70
ATL,10,23,1803.65
ATL,10,24,1814.55
ATL,10,25,1806.75
ATL,10,26,1811.65
ATL,10,27,1791.30
ATL,10,28,1819.55
ATL,10,29,1806.70
ATL,10,30,1804.35
ATL,10,31,1764.25
ATL,11,1,1806.15
ATL,11,2,1809.05
ATL,11,3,1790.50
ATL,11,4,1814.15
ATL,11,5,1805.25
ATL,11,6,1799.90
ATL,11,7,1812.90
ATL,11,8,1802.50
ATL,11,9,1803.50
ATL,11,10,1790.30
ATL,11,11,1819.20
ATL,11,12,1802.00
ATL,11,13,1803.90
ATL,11,14,1809.90
ATL,11,15,1799.55
ATL,11,16,1803.65
ATL,11,17,1795.30
ATL,11,18,1823.55
ATL,11,19,1787.40
ATL,11,20,1799.20
ATL,11,21,1815.30
ATL,11,22,1696.10
ATL,11,23,1657.00
ATL,11,24,1671.15
ATL,11,25,1668.90
ATL,11,26,1688.90
ATL,11,27,1695.95
ATL,11,28,1690.80
ATL,11,29,1746.15
ATL,11,30,1821.20
ATL,12,1,1794.15
ATL,12,2,1804.95
ATL,12,3,1774.00
ATL,12,4,1777.35
ATL,12,5,1787.35
ATL,12,6,1782.60
ATL,12,7,1773.50
ATL,12,8,1764.20
ATL,12,9,1789.65
ATL,12,10,1767.95
ATL,12,11,1774.40
ATL,12,12,1781.05
ATL,12,13,1777.95
ATL,12,14,1767.00
ATL,12,15,1754.60
ATL,12,16,1783.50
ATL,12,17,1758.50
ATL,12,18,1767.65
ATL,12,19,1787.45
ATL,12,20,1787.50
ATL,12,21,1788.80
ATL,12,22,1763.05
ATL,12,23,1758.30
ATL,12,24,1487.25
ATL,12,25,1397.15
ATL,12,26,1772.10
ATL,12,27,1786.30
ATL,12,28,1785.05
ATL,12,29,1754.80
ATL,12,30,1758.35
ATL,12,31,1545.50
ORD,1,1,1584.20
ORD,1,2,1725.90
ORD,1,3,1735.70
ORD,1,4,1725.20
ORD,1,5,1685.85
ORD,1,6,1691.90
ORD,1,7,1690.30
ORD,1,8,1684.90
ORD,1,9,1699.50
ORD,1,10,1692.20
ORD,1,11,1702.45
ORD,1,12,1669.65
ORD,1,13,1677.50
ORD,1,14,1684.85
ORD,1,15,1680.30
ORD,1,16,1702.40
ORD,1,17,1697.45
ORD,1,18,1704.65
ORD,1,19,1666.95
ORD,1,20,1671.25
ORD,1,21,1683.00
ORD,1,22,1688.45
ORD,1,23,1708.95
ORD,1,24,1704.05
ORD,1,25,1701.25
ORD,1,26,1665.95
ORD,1,27,1683.65
ORD,1,28,1686.10
ORD,1,29,1685.55
ORD,1,30,1706.05
ORD,1,31,1707.65
ORD,2,1,1708.55
ORD,2,2,1666.85
ORD,2,3,1687.15
ORD,2,4,1689.75
ORD,2,5,1690.30
ORD,2,6,1709.50
ORD,2,7,1703.30
ORD,2,8,1706.95
ORD,2,9,1665.85
ORD,2,10,1687.10
ORD,2,11,1699.60
ORD,2,12,1693.50
ORD,2,13,1719.45
ORD,2,14,1719.40
ORD,2,15,1723.95
ORD,2,16,1694.90
ORD,2,17,1717.00
ORD,2,18,1723.50
ORD,2,19,1722.15
ORD,2,20,1738.30
ORD,2,21,1743.45
ORD,2,22,1745.70
ORD,2,23,1710.40
ORD,2,24,1729.10
ORD,2,25,1732.25
ORD,2,26,1734.15
ORD,2,27,1750.80
ORD,2,28,1749.30
ORD,2,29,1740.20
ORD,3,1,1742.95
ORD,3,2,1728.15
ORD,3,3,1714.00
ORD,3,4,1743.45
ORD,3,5,1738.70
ORD,3,6,1742.25
ORD,3,7,1749.85
ORD,3,8,1745.10
ORD,3,9,1738.85
ORD,3,10,1719.75
ORD,3,11,1744.65
ORD,3,12,1736.85
ORD,3,13,1737.70
ORD,3,14,1755.50
ORD,3,15,1747.60
ORD,3,16,1738.00
ORD,3,17,1715.00
ORD,3,18,1746.80
ORD,3,19,1743.80
ORD,3,20,1742.15
ORD,3,21,1754.85
ORD,3,22,1741.80
ORD,3,23,1739.10
ORD,3,24,1717.80
ORD,3,25,1751.65
ORD,3,26,1740.55
ORD,3,27,1743.00
ORD,3,28,1749.90
ORD,3,29,1744.50
ORD,3,30,1738.00
ORD,3,31,1720.75
ORD,4,1,1746.15
ORD,4,2,1740.20
ORD,4,3,1749.00
ORD,4,4,1761.60
ORD,4,5,1755.15
ORD,4,6,1743.00
ORD,4,7,1730.80
ORD,4,8,1761.70
ORD,4,9,1749.45
ORD,4,10,1752.75
ORD,4,11,1763.05
ORD,4,12,1759.50
ORD,4,13,1742.05
ORD,4,14,1724.10
ORD,4,15,1755.85
ORD,4,16,1750.00
ORD,4,17,1749.65
ORD,4,18,1767.35
ORD,4,19,1758.15
ORD,4,20,1747.45
ORD,4,21,1734.75
ORD,4,22,1767.30
ORD,4,23,1754.35
ORD,4,24,1751.75
ORD,4,25,1768.90
ORD,4,26,1762.00
ORD,4,27,1747.20
ORD,4,28,1727.60
ORD,4,29,1769.65
ORD,4,30,1756.40
ORD,5,1,1754.65
ORD,5,2,1771.15
ORD,5,3,1769.15
ORD,5,4,1751.50
ORD,5,5,1734.20
ORD,5,6,1772.50
ORD,5,7,1761.65
ORD,5,8,1759.30
ORD,5,9,1775.65
ORD,5,10,1767.75
ORD,5,11,1752.50
ORD,5,12,1733.75
ORD,5,13,1773.20
ORD,5,14,1760.40
ORD,5,15,1756.60
ORD,5,16,1770.35
ORD,5,17,1769.10
ORD,5,18,1746.60
ORD,5,19,1734.00
ORD,5,20,1774.50
ORD,5,21,1758.15
ORD,5,22,1756.95
ORD,5,23,1763.35
ORD,5,24,1735.65
ORD,5,25,1707.95
ORD,5,26,1674.05
ORD,5,27,1697.55
ORD,5,28,1714.60
ORD,5,29,1707.05
ORD,5,30,1732.40
ORD,5,31,1765.90
ORD,6,1,1756.65
ORD,6,2,1738.70
ORD,6,3,1767.05
ORD,6,4,1758.70
ORD,6,5,1758.30
ORD,6,6,1781.55
ORD,6,7,1784.85
ORD,6,8,1773.15
ORD,6,9,1769.55
ORD,6,10,1803.25
ORD,6,11,1790.40
ORD,6,12,1797.95
ORD,6,13,1808.35
ORD,6,14,1799.05
ORD,6,15,1794.05
ORD,6,16,1780.55
ORD,6,17,1805.95
ORD,6,18,1793.65
ORD,6,19,1796.30
ORD,6,20,1808.20
ORD,6,21,1804.20
ORD,6,22,1794.75
ORD,6,23,1781.40
ORD,6,24,1806.70
ORD,6,25,1794.85
ORD,6,26,1797.55
ORD,6,27,1807.85
ORD,6,28,1796.90
ORD,6,29,1793.55
ORD,6,30,1784.45
ORD,7,1,1800.35
ORD,7,2,1757.35
ORD,7,3,1665.30
ORD,7,4,1488.95
ORD,7,5,1707.85
ORD,7,6,1767.40
ORD,7,7,1780.35
ORD,7,8,1806.75
ORD,7,9,1780.60
ORD,7,10,1798.20
ORD,7,11,1816.10
ORD,7,12,1803.95
ORD,7,13,1793.55
ORD,7,14,1781.05
ORD,7,15,1808.80
ORD,7,16,1790.95
ORD,7,17,1803.90
ORD,7,18,1817.20
ORD,7,19,1804.25
ORD,7,20,1784.10
ORD,7,21,1776.10
ORD,7,22,1804.05
ORD,7,23,1791.50
ORD,7,24,1798.40
ORD,7,25,1809.40
ORD,7,26,1802.35
ORD,7,27,1792.65
ORD,7,28,1781.40
ORD,7,29,1810.15
ORD,7,30,1794.40
ORD,7,31,1806.65
ORD,8,1,1811.00
ORD,8,2,1802.35
ORD,8,3,1790.05
ORD,8,4,1779.30
ORD,8,5,1804.65
ORD,8,6,1796.20
ORD,8,7,1802.00
ORD,8,8,1815.20
ORD,8,9,1804.15
ORD,8,10,1785.15
ORD,8,11,1774.45
ORD,8,12,1801.80
ORD,8,13,1787.95
ORD,8,14,1796.15
ORD,8,15,1808.80
ORD,8,16,1800.05
ORD,8,17,1782.95
ORD,8,18,1769.80
ORD,8,19,1800.10
ORD,8,20,1784.00
ORD,8,21,1791.90
ORD,8,22,1807.05
ORD,8,23,1791.90
ORD,8,24,1780.00
ORD,8,25,1760.05
ORD,8,26,1793.75
ORD,8,27,1775.15
ORD,8,28,1776.80
ORD,8,29,1799.80
ORD,8,30,1768.15
ORD,8,31,1710.50
ORD,9,1,1660.45
ORD,9,2,1679.45
ORD,9,3,1694.65
ORD,9,4,1688.95
ORD,9,5,1707.20
ORD,9,6,1726.25
ORD,9,7,1739.00
ORD,9,8,1727.50
ORD,9,9,1765.90
ORD,9,10,1743.95
ORD,9,11,1723.10
ORD,9,12,1775.65
ORD,9,13,1761.55
ORD,9,14,1737.45
ORD,9,15,1725.90
ORD,9,16,1759.55
ORD,9,17,1745.55
ORD,9,18,1740.75
ORD,9,19,1764.60
ORD,9,20,1759.10
ORD,9,21,1740.65
ORD,9,22,1726.05
ORD,9,23,1760.00
ORD,9,24,1733.65
ORD,9,25,1735.70
ORD,9,26,1757.45
ORD,9,27,1748.50
ORD,9,28,1731.90
ORD,9,29,1719.90
ORD,9,30,1749.00
ORD,10,1,1727.70
ORD,10,2,1730.50
ORD,10,3,1755.25
ORD,10,4,1746.95
ORD,10,5,1729.90
ORD,10,6,1723.70
ORD,10,7,1752.80
ORD,10,8,1733.25
ORD,10,9,1730.65
ORD,10,10,1759.35
ORD,10,11,1745.40
ORD,10,12,1729.40
ORD,10,13,1719.15
ORD,10,14,1752.20
ORD,10,15,1729.35
ORD,10,16,1730.15
ORD,10,17,1752.60
ORD,10,18,1737.80
ORD,10,19,1723.85
ORD,10,20,1714.10
ORD,10,21,1747.60
ORD,10,22,1730.50
ORD,10,23,1732.95
ORD,10,24,1755.45
ORD,10,25,1743.15
ORD,10,26,1726.95
ORD,10,27,1714.05
ORD,10,28,1746.35
ORD,10,29,1728.70
ORD,10,30,1715.85
ORD,10,31,1710.20
ORD,11,1,1732.00
ORD,11,2,1711.80
ORD,11,3,1695.55
ORD,11,4,1732.40
ORD,11,5,1701.55
ORD,11,6,1705.95
ORD,11,7,1735.00
ORD,11,8,1724.85
ORD,11,9,1704.80
ORD,11,10,1688.40
ORD,11,11,1728.20
ORD,11,12,1706.90
ORD,11,13,1709.35
ORD,11,14,1730.05
ORD,11,15,1714.70
ORD,11,16,1701.40
ORD,11,17,1687.75
ORD,11,18,1721.20
ORD,11,19,1683.80
ORD,11,20,1696.40
ORD,11,21,1705.50
ORD,11,22,1596.25
ORD,11,23,1547.00
ORD,11,24,1548.10
ORD,11,25,1547.55
ORD,11,26,1598.00
ORD,11,27,1598.45
ORD,11,28,1576.00
ORD,11,29,1632.80
ORD,11,30,1710.25
ORD,12,1,1687.75
ORD,12,2,1703.70
ORD,12,3,1680.75
ORD,12,4,1676.10
ORD,12,5,1699.25
ORD,12,6,1683.65
ORD,12,7,1668.20
ORD,12,8,1665.85
ORD,12,9,1695.70
ORD,12,10,1678.35
ORD,12,11,1680.00
ORD,12,12,1697.35
ORD,12,13,1687.45
ORD,12,14,1671.50
ORD,12,15,1663.60
ORD,12,16,1695.20
ORD,12,17,1683.85
ORD,12,18,1677.35
ORD,12,19,1701.70
ORD,12,20,1706.25
ORD,12,21,1695.05
ORD,12,22,1676.95
ORD,12,23,1688.80
ORD,12,24,1423.00
ORD,12,25,1417.95
ORD,12,26,1687.05
ORD,12,27,1699.40
ORD,12,28,1675.95
ORD,12,29,1653.70
ORD,12,30,1666.50
ORD,12,31,1477.70
SEA,1,1,481.15
SEA,1,2,500.90
SEA,1,3,495.35
SEA,1,4,487.65
SEA,1,5,479.10
SEA,1,6,479.05
SEA,1,7,476.30
SEA,1,8,468.85
SEA,1,9,465.15
SEA,1,10,468.55
SEA,1,11,467.75
SEA,1,12,465.65
SEA,1,13,466.45
SEA,1,14,469.30
SEA,1,15,464.80
SEA,1,16,463.85
SEA,1,17,466.00
SEA,1,18,466.50
SEA,1,19,465.00
SEA,1,20,463.30
SEA,1,21,467.10
SEA,1,22,466.85
SEA,1,23,465.35
SEA,1,24,467.50
SEA,1,25,467.60
SEA,1,26,464.85
SEA,1,27,464.10
SEA,1,28,466.90
SEA,1,29,467.35
SEA,1,30,463.85
SEA,1,31,464.60
SEA,2,1,464.80
SEA,2,2,460.35
SEA,2,3,462.75
SEA,2,4,466.30
SEA,2,5,465.05
SEA,2,6,463.30
SEA,2,7,464.70
SEA,2,8,467.75
SEA,2,9,461.70
SEA,2,10,466.05
SEA,2,11,470.25
SEA,2,12,468.95
SEA,2,13,468.05
SEA,2,14,470.85
SEA,2,15,474.20
SEA,2,16,470.95
SEA,2,17,471.20
SEA,2,18,476.25
SEA,2,19,475.60
SEA,2,20,474.45
SEA,2,21,475.40
SEA,2,22,478.60
SEA,2,23,473.15
SEA,2,24,473.20
SEA,2,25,476.40
SEA,2,26,476.80
SEA,2,27,476.90
SEA,2,28,476.55
SEA,2,29,448.80
SEA,3,1,478.70
SEA,3,2,478.20
SEA,3,3,474.00
SEA,3,4,481.90
SEA,3,5,476.25
SEA,3,6,476.35
SEA,3,7,480.75
SEA,3,8,482.70
SEA,3,9,479.80
SEA,3,10,476.35
SEA,3,11,483.45
SEA,3,12,478.75
SEA,3,13,479.90
SEA,3,14,483.05
SEA,3,15,486.70
SEA,3,16,481.85
SEA,3,17,480.45
SEA,3,18,485.35
SEA,3,19,480.90
SEA,3,20,482.45
SEA,3,21,484.45
SEA,3,22,486.55
SEA,3,23,482.90
SEA,3,24,477.85
SEA,3,25,487.35
SEA,3,26,480.00
SEA,3,27,482.50
SEA,3,28,485.00
SEA,3,29,487.20
SEA,3,30,482.85
SEA,3,31,479.80
SEA,4,1,485.35
SEA,4,2,481.35
SEA,4,3,482.10
SEA,4,4,486.40
SEA,4,5,488.20
SEA,4,6,485.30
SEA,4,7,483.05
SEA,4,8,489.50
SEA,4,9,487.30
SEA,4,10,488.05
SEA,4,11,490.10
SEA,4,12,492.85
SEA,4,13,490.05
SEA,4,14,485.40
SEA,4,15,492.15
SEA,4,16,487.95
SEA,4,17,488.85
SEA,4,18,490.80
SEA,4,19,493.85
SEA,4,20,491.70
SEA,4,21,486.75
SEA,4,22,493.80
SEA,4,23,488.35
SEA,4,24,489.25
SEA,4,25,492.95
SEA,4,26,493.65
SEA,4,27,495.05
SEA,4,28,491.70
SEA,4,29,499.50
SEA,4,30,495.80
SEA,5,1,504.75
SEA,5,2,507.50
SEA,5,3,509.95
SEA,5,4,508.20
SEA,5,5,506.45
SEA,5,6,513.50
SEA,5,7,509.15
SEA,5,8,509.55
SEA,5,9,513.70
SEA,5,10,514.20
SEA,5,11,512.90
SEA,5,12,510.10
SEA,5,13,516.35
SEA,5,14,513.95
SEA,5,15,514.50
SEA,5,16,519.15
SEA,5,17,518.75
SEA,5,18,516.95
SEA,5,19,514.35
SEA,5,20,521.75
SEA,5,21,518.75
SEA,5,22,519.05
SEA,5,23,522.20
SEA,5,24,518.65
SEA,5,25,517.35
SEA,5,26,510.65
SEA,5,27,516.85
SEA,5,28,516.75
SEA,5,29,517.20
SEA,5,30,520.30
SEA,5,31,522.40
SEA,6,1,525.75
SEA,6,2,525.70
SEA,6,3,535.80
