1988,11.900
1989,14.700
1990,12.300
1991,10.500
1992,10.200
1993,10.900
1994,11.800
2001,15.000
2002,12.600
2003,12.000
2004,15.600
2005,16.800
2006,18.900
2007,20.200
2008,18.200
2009,16.100
2010,16.500
2011,16.400
2012,15.600
2013,18.500
