"Atlanta, GA",199
"Chicago, IL",185
"Dallas/Fort Worth, TX",175
"Minneapolis, MN",150
"Denver, CO",148
"Cincinnati, OH",138
"Detroit, MI",135
"Houston, TX",135
"New York, NY",131
"Salt Lake City, UT",122
